id	filename	md5	size	state
70e87c05-4d52-485b-b165-abfb738d6588	70e87c05-4d52-485b-b165-abfb738d6588/8f3ffaba-1895-45bd-8a06-f7e5e4d11f51.htseq.counts.gz	8ad9af442eb80784a9ce4186cf7b8958	251262	validated
710ef054-3d10-4bf8-829c-cdfad5214667	710ef054-3d10-4bf8-829c-cdfad5214667/37973e44-f6fc-401a-86a9-11676f77f385.htseq.counts.gz	39da4f9371d9a305bd7146ee5bda6e11	248535	validated
72dcf1da-0c1e-4e39-b735-97c97d3716d0	72dcf1da-0c1e-4e39-b735-97c97d3716d0/e8edc2ec-91ff-481f-a162-5375b2437d58.htseq.counts.gz	81108c02d86a7331fb867ebbaabe4053	254966	validated
7402e224-0302-4b43-b640-20cf55c80209	7402e224-0302-4b43-b640-20cf55c80209/3e470f27-ee45-4b57-8b84-2ac4b055dcbc.htseq.counts.gz	ee52a208770f44b4476d40c6f89486fb	255005	validated
75d5092b-7f20-4745-a9ef-35345c37cbe7	75d5092b-7f20-4745-a9ef-35345c37cbe7/f45f5868-3fb0-4a2c-b641-2bc4eb11e3f6.htseq.counts.gz	eb0df9b561da314f3231a28f1b33e387	256108	validated
76153962-1b9b-4275-81ec-785c036f7522	76153962-1b9b-4275-81ec-785c036f7522/f15cc8f3-bd23-47d0-8401-3e9ba2fe1f46.htseq.counts.gz	9746ed6e991e4deef025d54d09841fb9	251805	validated
765dce34-0f99-499b-8c78-529d43cb14a7	765dce34-0f99-499b-8c78-529d43cb14a7/119e4c53-73ba-4380-80d2-c4bb74154b14.htseq.counts.gz	bfeedd14e1ca519fde56aa2ced4d78b1	251202	validated
76d65f81-6088-4ccf-8985-f504659cbead	76d65f81-6088-4ccf-8985-f504659cbead/b606c854-3b49-4fcc-93af-6555eb48d809.htseq.counts.gz	e9118321a6aef6e5fc81296cc1a94e25	251723	validated
7d8e342b-fb0a-4e7f-b45d-ed37809f2f94	7d8e342b-fb0a-4e7f-b45d-ed37809f2f94/16e1a405-e826-4934-b5ab-00ae1bfd4f2c.htseq.counts.gz	1c37d71af393b5012e33fb77b240a3fe	248555	validated
7f66443d-ee51-4817-9128-5ea4ecda2ee1	7f66443d-ee51-4817-9128-5ea4ecda2ee1/eb552184-1555-4d22-9f99-cc2c2c41e60c.htseq.counts.gz	4c55dd90f38a721f0a381c3de40ac8b0	255870	validated
8808cb47-ea3c-45c0-b9be-5c818d727e1d	8808cb47-ea3c-45c0-b9be-5c818d727e1d/35d17a3d-08be-486b-9fa0-41b63970daa8.htseq.counts.gz	19bde2dccddb48e7632ff7876b3f1237	255737	validated
89202687-faab-40ee-bf42-c348387167f6	89202687-faab-40ee-bf42-c348387167f6/1403c672-60b3-445d-afb9-496fb54aca37.htseq.counts.gz	f5fe616e248d0adb2d3c9f0e187565cd	255870	validated
8ca5cc00-ffc1-4720-aa49-d58d6e579b18	8ca5cc00-ffc1-4720-aa49-d58d6e579b18/26967263-9982-48bc-ae91-dae59cc20165.htseq.counts.gz	4d54e68761b82f6da52c10b5e6febba0	254357	validated
922a0ee1-f457-4674-9d37-2f57c6de590d	922a0ee1-f457-4674-9d37-2f57c6de590d/059d9cc6-102a-40fb-8013-a6067c73a7c3.htseq.counts.gz	b2ff568d18799311f7c873efdf314529	254186	validated
9470cc53-3190-4076-a931-26222c4b1dda	9470cc53-3190-4076-a931-26222c4b1dda/33c0ea24-063a-499d-b964-54eb6b7a65ab.htseq.counts.gz	e80c9aa6cc552076abe7adb6759e3d1c	252380	validated
9568c91a-033c-480d-8eb2-90915239a0b0	9568c91a-033c-480d-8eb2-90915239a0b0/e492d61d-34be-4271-aaba-1d5d15a355fa.htseq.counts.gz	e35a1672fdb8096822981fb83df9f48f	254004	validated
95b2f2f9-77d8-4cb6-afc8-f777e1849473	95b2f2f9-77d8-4cb6-afc8-f777e1849473/d052b3c9-dcdb-4ae2-83eb-7e15a49ef8eb.htseq.counts.gz	471174007b48d66fc1c1d20562647a4a	257955	validated
96f228de-2735-4458-9c7e-fe410ef07e54	96f228de-2735-4458-9c7e-fe410ef07e54/e1222e51-7dd4-480b-82de-038d5efbe993.htseq.counts.gz	666f00446f984f75118fd7d6a79dce78	247517	validated
972b72b0-dde9-4026-9e82-c1ddba758faa	972b72b0-dde9-4026-9e82-c1ddba758faa/152d94fe-03fc-4b09-a579-5fdec150436f.htseq.counts.gz	27a8ee9bf1ed8ddc609b42ce0ba5c901	250115	validated
9a01b165-b186-43cb-b297-00fb58589729	9a01b165-b186-43cb-b297-00fb58589729/8e04d58e-fa1f-4153-8e61-4b2ecb9cb7a4.htseq.counts.gz	1f777aac1a4f402f3c3ea11a5a59eecc	246247	validated
9edf5f0f-4796-40d5-b2b7-9213041b9c7c	9edf5f0f-4796-40d5-b2b7-9213041b9c7c/2b3f1f7d-e340-4b90-898b-22e8e5fba36a.htseq.counts.gz	11b8b3b7bf3402b9f0a5a4321f160f94	256375	validated
9f63ef70-7189-4610-a939-51e0b5d17acd	9f63ef70-7189-4610-a939-51e0b5d17acd/7868cab1-0300-493b-b910-6208a3c7921a.htseq.counts.gz	1c4bed19cc03dac497661c7de7331c0e	253508	validated
a08f176d-388d-4ff0-9d52-52ffc44ea83a	a08f176d-388d-4ff0-9d52-52ffc44ea83a/2288b883-3856-499c-84a1-8c12030cf584.htseq.counts.gz	59aab39141e5f5e34b06023949411bf2	253267	validated
a1d2bbc8-d645-4ef3-9170-17e9dcf55dba	a1d2bbc8-d645-4ef3-9170-17e9dcf55dba/8a67dadf-fad9-493b-bad3-2a4812b5efdb.htseq.counts.gz	fc0ccfad0f3bc84e29a30ee8b162bbb6	255079	validated
a211cea2-dfd2-4daf-a971-1fc9ff1d55cc	a211cea2-dfd2-4daf-a971-1fc9ff1d55cc/54d174e1-fe50-4f92-b9cb-57160b705d83.htseq.counts.gz	f00fbe417d31da8bc7b9dc247ca3991e	249183	validated
a240bf95-5127-4c1d-a457-e5ff034ba895	a240bf95-5127-4c1d-a457-e5ff034ba895/4f7a530d-f56d-46e1-a1e6-2f7182cffc93.htseq.counts.gz	9bc8f6a071572d34de14674844872509	258213	validated
a268a5ea-0704-466c-89ff-db337053f260	a268a5ea-0704-466c-89ff-db337053f260/b2eeb27d-e32c-4687-a952-f33f9b0c120d.htseq.counts.gz	eff88bb321e6caf1fb4822686972b109	254096	validated
a98982c5-fdca-4d19-9d3c-42c8ac567975	a98982c5-fdca-4d19-9d3c-42c8ac567975/ef2769d9-a237-40c7-833d-39095fd0e8fd.htseq.counts.gz	4bc871d9a4f46b8a0d97cc1f0f84f651	251899	validated
aaeb863f-06e4-4524-907c-71add313b5e3	aaeb863f-06e4-4524-907c-71add313b5e3/b6cf2f29-6ea4-422e-bfa6-7bbc3e07e0b5.htseq.counts.gz	3ee320aca36e9d735f3360c209ee9781	254016	validated
aaf3b49b-5944-4135-9cc9-07db05f8e4ff	aaf3b49b-5944-4135-9cc9-07db05f8e4ff/f7172c51-5d20-4d83-bbd1-5b8e3509ee09.htseq.counts.gz	d67baa91f7223834060d6e9cbc48c5ad	256163	validated
ab88f7d1-fef7-4fc9-b372-da2ab924b97a	ab88f7d1-fef7-4fc9-b372-da2ab924b97a/9a08a538-7256-4964-960b-a41719c24a7a.htseq.counts.gz	cd3a3132eb2fe2080aae88373fe1a0b5	256365	validated
b05a5cc0-2f8c-4d44-ae9d-258757459fc3	b05a5cc0-2f8c-4d44-ae9d-258757459fc3/0c657e70-3ce7-456e-8e5a-f244f3610915.htseq.counts.gz	aa3d24a59d6d2b18d416c20f83e3e19d	249182	validated
b0b7e089-dc55-4277-8000-e7fbaf19a943	b0b7e089-dc55-4277-8000-e7fbaf19a943/5bd9b1ea-180e-4fd0-86ba-93af0bb0e354.htseq.counts.gz	f1d99e4e1db10ef2b1758e252516b6b8	250681	validated
b24ed6f7-3f76-45ed-b269-6dd9e2aa7ef4	b24ed6f7-3f76-45ed-b269-6dd9e2aa7ef4/1d077e36-e20f-4d82-92d7-27869a6af541.htseq.counts.gz	a4920ca95d8e320f911413d92cec7319	259741	validated
b358babd-4610-4de7-921d-77c91f7817f8	b358babd-4610-4de7-921d-77c91f7817f8/eda69f60-0d59-4c6f-aea7-c8209c2b975d.htseq.counts.gz	6869044e215d248f58bd6e0b8aa60f50	254406	validated
b5c4a1a4-ed7d-430f-9837-166f9bd1d5fe	b5c4a1a4-ed7d-430f-9837-166f9bd1d5fe/f3e30992-70da-43fc-b0f4-69e53fa60474.htseq.counts.gz	affb754227b1c77d8602436f868d4bf1	248791	validated
b78b6738-10d5-4bb1-b986-83efeae93413	b78b6738-10d5-4bb1-b986-83efeae93413/e7616f66-c0a7-43f7-8295-f9d7a32f2b78.htseq.counts.gz	f55d79bc405362f99aeb56306859f61f	252703	validated
baa8be1c-d192-4bf4-a66a-adec0033f581	baa8be1c-d192-4bf4-a66a-adec0033f581/b6418ede-fbf2-461e-b705-6795f789a590.htseq.counts.gz	f2accd9e108c3855a7cb86258fea70df	251379	validated
bc1cde47-b672-4015-8dc0-3ba1fb2be0fd	bc1cde47-b672-4015-8dc0-3ba1fb2be0fd/a9dcde7c-0079-47f5-a36f-99abe8bbeb37.htseq.counts.gz	043e4a93103ac5a2b5e070dd605ac522	245752	validated
bc692177-2307-4eaf-9ef9-f3ad7a80f6b8	bc692177-2307-4eaf-9ef9-f3ad7a80f6b8/8d9b029e-a974-4c1d-b914-e6e66e5b7da5.htseq.counts.gz	55aedb4f2b850ffe6a7704b4fce7b6b0	250447	validated
bcda1a17-5eb2-407f-83db-2f38c8c61509	bcda1a17-5eb2-407f-83db-2f38c8c61509/deb8db32-4974-42b8-803a-116748be8628.htseq.counts.gz	23c4b69fdec04b7ab71937bc3b1037fa	253249	validated
bd3992e6-008c-4f98-9695-6ab09d21d31b	bd3992e6-008c-4f98-9695-6ab09d21d31b/cfea7867-4947-4c4c-80a4-857ddad98b47.htseq.counts.gz	c8a14c6e4e088d53919fda9610dc0508	255251	validated
bdac7e8d-b20f-4985-8f7f-d6b3e468226a	bdac7e8d-b20f-4985-8f7f-d6b3e468226a/55b382cf-206d-433f-9347-cc4306e990d7.htseq.counts.gz	e6a623365aff5fb17337941825c3cff3	256930	validated
beac9a9a-5947-4d02-b01b-d6bccbe00fdd	beac9a9a-5947-4d02-b01b-d6bccbe00fdd/7d2d12b9-15b9-41db-8ad7-ca7368e6026b.htseq.counts.gz	0388002dff2811826c062abe7aa9c316	251768	validated
c0555907-0c82-44b2-9425-6c4e17697233	c0555907-0c82-44b2-9425-6c4e17697233/da502e2e-6e3d-4c2a-84c2-66ee82716aed.htseq.counts.gz	4ce9f9c845e42635168cfdfa63d2ba3a	253773	validated
c0a9a103-1822-4292-8e22-fc8c79861223	c0a9a103-1822-4292-8e22-fc8c79861223/b2f50b85-591b-40af-b2a9-228a8523174b.htseq.counts.gz	bc435a62c379c4f78144fa9b049a06f1	254718	validated
c370d77b-545f-4f17-ba94-d2f01abaa33e	c370d77b-545f-4f17-ba94-d2f01abaa33e/8b4938df-0a0c-4166-88a8-ed6194632208.htseq.counts.gz	03c932a268b752184c885f372bb95ec0	255192	validated
