id	filename	md5	size	state
01ddb64a-42b4-4a74-b759-504dc0fb111f	01ddb64a-42b4-4a74-b759-504dc0fb111f/d1a3fe28-3e5c-4cac-b392-d10aa1805861.htseq.counts.gz	443d3c521366c9298613c298eb7b0afe	258442	validated
02adb251-c9d2-4b76-9c45-fa3b49832e18	02adb251-c9d2-4b76-9c45-fa3b49832e18/bede51c2-a77f-4696-b6a9-3727d0daf805.htseq.counts.gz	8776b40b96b1572981cf477d9f9b5c8f	262370	validated
033ecf5c-427e-40c9-8a03-c8dac94f3ca3	033ecf5c-427e-40c9-8a03-c8dac94f3ca3/df3d8540-b745-473c-869c-3b225a047f98.htseq.counts.gz	0a628bfea6ae7c47e0644e707d4f991f	252196	validated
0349fdf6-fee2-445f-9899-5b0d84d4af9a	0349fdf6-fee2-445f-9899-5b0d84d4af9a/163685cb-dc91-4f41-97e6-77280044ad69.htseq.counts.gz	dd629b9a711417a1a66b84e4b0919cc7	253627	validated
04046125-5094-4f2b-aec8-d397f84d6d39	04046125-5094-4f2b-aec8-d397f84d6d39/6b31fe46-53a4-43a1-a8cd-d836c7bc9a16.htseq.counts.gz	ac4eb39c5ea32628e8347fa5e1cdd31f	246881	validated
04ac53e5-ff27-4885-97f5-e7e2719d1c8f	04ac53e5-ff27-4885-97f5-e7e2719d1c8f/ef4556ca-c37f-4bd3-8704-888e755d6375.htseq.counts.gz	0b562ae6c30124def1f3d6d9f839bbdd	246763	validated
062a578e-d795-44d2-908d-356e60d0a045	062a578e-d795-44d2-908d-356e60d0a045/698f914c-f472-4647-b8a6-d867b1c866de.htseq.counts.gz	f9e73b1e8999dc6266f8b54a09db36ba	255137	validated
0748c955-ceef-4951-a88a-c8b2abada693	0748c955-ceef-4951-a88a-c8b2abada693/b730b4fe-87ee-4bca-b4df-ee08e8d569c0.htseq.counts.gz	230ab24ed892ed3808293ee780df082b	255708	validated
0795c1a3-069a-472c-ab9a-d3ec4ef336de	0795c1a3-069a-472c-ab9a-d3ec4ef336de/686f5435-f296-41c3-8d09-291aaa19d018.htseq.counts.gz	7b96157653c114bc797bbcc9a5fd1649	254227	validated
07f93a23-ce6a-4333-810a-05b5590278f4	07f93a23-ce6a-4333-810a-05b5590278f4/11ac1278-271e-4d26-8575-c3a9d0fd6cf2.htseq.counts.gz	483235650f4b8c734fa917a01b99e8ce	256067	validated
09bd975d-edfb-4d6b-b79a-85e09b053531	09bd975d-edfb-4d6b-b79a-85e09b053531/3c489466-0299-4e50-b669-64406a886542.htseq.counts.gz	69cf01b8608291dd9154f652519fa287	255838	validated
09d166dc-feff-48da-9308-a33e46d421b1	09d166dc-feff-48da-9308-a33e46d421b1/c3431c1b-254f-4018-a16a-5a7bf4f03718.htseq.counts.gz	eec981c09757189b352dcbbc30ecf779	248519	validated
0a60e1af-e1d6-4672-8ed0-f560f63f732d	0a60e1af-e1d6-4672-8ed0-f560f63f732d/ffb1ecc1-105a-49c2-8c6e-3dbbbe8b92e1.htseq.counts.gz	007f858468e15a4325409eafec534efd	254967	validated
0a74ab8b-b5b6-432c-aff2-0457bbaad2d8	0a74ab8b-b5b6-432c-aff2-0457bbaad2d8/3e1f84c8-18c0-491f-82fd-bb9d58ef1b90.htseq.counts.gz	0e2afb3b03ac6c750c6c06c6284d2c5f	256687	validated
0baf4cb5-093e-4460-8a02-bec0c434a4cf	0baf4cb5-093e-4460-8a02-bec0c434a4cf/78264e6b-2e7d-4392-989c-053fdf0f2feb.htseq.counts.gz	17d932a6006b7355848bb0c6a3d07fbc	253202	validated
0c12d9ea-1d6a-4f19-94dc-56fdfee3316b	0c12d9ea-1d6a-4f19-94dc-56fdfee3316b/e90ec2ca-00f6-41d5-9523-bfbdbce43238.htseq.counts.gz	5c423f914ccc37723932d2bc5588fba9	258268	validated
0c1bbf43-3099-40f6-aec8-63cd352fc1b2	0c1bbf43-3099-40f6-aec8-63cd352fc1b2/7f347a6e-32a8-434e-afe6-14762c5c3ce6.htseq.counts.gz	de9325ab16c1ba1edd449ca68dcf47f7	249817	validated
0f5913bf-ebeb-4331-9f19-bc7d94020724	0f5913bf-ebeb-4331-9f19-bc7d94020724/0aa0d315-0dcf-42d9-aa52-1854858db03f.htseq.counts.gz	48d5691303b6428c005cd5f09f76f796	254414	validated
13a6021c-d7d5-4084-9ee9-0513653a619a	13a6021c-d7d5-4084-9ee9-0513653a619a/a10b17fc-6d9e-4bc9-8464-f0dc4c2da7a3.htseq.counts.gz	6e857616c99ebfe5f6f83ef645f20721	252619	validated
145de0df-a71c-4ed2-b441-b2fe9d1f69c4	145de0df-a71c-4ed2-b441-b2fe9d1f69c4/be92710e-bd60-4621-ae3d-d6f5ed434532.htseq.counts.gz	f9371d86990eddd8275fef05c9d3cd79	260010	validated
157a6dfd-21fa-4a47-8318-5e704b4667cd	157a6dfd-21fa-4a47-8318-5e704b4667cd/ebf0a4fd-f4e2-470e-82ef-e8d0b332e045.htseq.counts.gz	d9c165b7702a0cc5f477678bd3605a65	248487	validated
17da7379-464e-443d-92a7-66a03e591359	17da7379-464e-443d-92a7-66a03e591359/fd111f98-cd86-4081-b39e-4dd800a00b9a.htseq.counts.gz	f59b5a3241b1fda918987514e85b8e3f	253486	validated
1871ba31-9081-4856-b9b8-bfa29488be8a	1871ba31-9081-4856-b9b8-bfa29488be8a/e7b7cb8a-ec37-44a9-bf85-0754ed137b95.htseq.counts.gz	92941e02ffb46da9b28e0eaad6c12316	254151	validated
1b05805d-bcc3-41cb-98d4-826c87fe8a0d	1b05805d-bcc3-41cb-98d4-826c87fe8a0d/623e5b23-675d-4f04-84e1-67a7a1569381.htseq.counts.gz	762a22fed4d2950aaa31875976047349	257862	validated
1b32ee38-2966-4ed7-940c-cc8eab6eb5f1	1b32ee38-2966-4ed7-940c-cc8eab6eb5f1/a58b2a84-1a82-4953-ac13-a2e6b1cb537c.htseq.counts.gz	b74b18e3b0a415c8868ad2dc06bc63cd	255608	validated
1b9e966b-eeb6-472b-955d-2127afa107b5	1b9e966b-eeb6-472b-955d-2127afa107b5/d9f879fd-f750-4de3-8466-8445ec6c22ca.htseq.counts.gz	e946258d6ff73d605856529ab2a803b1	250594	validated
1c54f291-13ee-42fe-a6f6-78184398d275	1c54f291-13ee-42fe-a6f6-78184398d275/7dd07d2a-d19e-4e04-b734-550eaeb61a3a.htseq.counts.gz	745eadf1cb5385da376fc0058c2db6b3	254630	validated
200efd96-c3d7-4957-b784-e993b10925ad	200efd96-c3d7-4957-b784-e993b10925ad/eca17bd3-ad86-4a33-8d58-670ec40a690a.htseq.counts.gz	04bbf7f680ca54d0b7f1317f80bc2a63	253217	validated
202a416f-c714-499b-bc94-b073dbf912fd	202a416f-c714-499b-bc94-b073dbf912fd/dd67c487-0467-4718-8c18-0618ebcc7454.htseq.counts.gz	04b24056a9d2c84b4b5dbcf960badcf5	254821	validated
20c440b0-e21d-40a9-aa55-40435439eea3	20c440b0-e21d-40a9-aa55-40435439eea3/1a1bc959-81fb-4397-835c-93b238b429a2.htseq.counts.gz	5c59e17a0fa230fcfb3fde1f7f5c3d9a	251974	validated
20fd239d-412d-4435-847c-822d5facae02	20fd239d-412d-4435-847c-822d5facae02/2fe73407-3eb4-49ca-8eb7-4d0dfbba895a.htseq.counts.gz	e0f135f1fae5bf676cb1bb2690401e21	256107	validated
238a3c6b-0b8d-47d9-8ec8-a4bccf42eb24	238a3c6b-0b8d-47d9-8ec8-a4bccf42eb24/ff2ef2fb-89f8-4dd9-8143-96fd0583c58a.htseq.counts.gz	ca9d13cda7214e6234a1d8b88fed1267	255516	validated
23fed596-5427-4eba-bb68-643427c7c1ef	23fed596-5427-4eba-bb68-643427c7c1ef/6a224b44-019b-4bb5-9825-2dd2e7ebb6a6.htseq.counts.gz	40f1b8f144d6898705d6c5a7973eb120	251277	validated
2661e519-3209-4357-90ca-b32d88628e95	2661e519-3209-4357-90ca-b32d88628e95/af5c9e80-5452-43b7-a4a2-5396b43f9491.htseq.counts.gz	f71bb67cba2b1cd89e6ac36c09005199	254910	validated
27d665a9-9876-46e1-b051-2fa98c5cc0b4	27d665a9-9876-46e1-b051-2fa98c5cc0b4/9770bd0d-f253-40d0-b9cf-4732775b0270.htseq.counts.gz	e78239af629666362515d1455d0081c8	250538	validated
2cb6f844-13ee-4117-85f1-57dd0117ee5f	2cb6f844-13ee-4117-85f1-57dd0117ee5f/7bc662c1-009c-4cd7-8461-a8dbb2fc4e3c.htseq.counts.gz	b00bd029a907a467fbc53ab6f5a3769d	249688	validated
2d56f2c1-7d37-4b75-b84c-452e5358bc85	2d56f2c1-7d37-4b75-b84c-452e5358bc85/e8e25d15-bd83-4f75-ba7d-db5602c3c245.htseq.counts.gz	7422a5e589a3f9b703cdc020ecf8cccc	242706	validated
2ee2c24b-84f4-4170-8e49-8bb803a035fc	2ee2c24b-84f4-4170-8e49-8bb803a035fc/e62db7dd-e3f3-44e0-948d-d94bb98becc2.htseq.counts.gz	4efd8b06d78bbacd35edc68ff1eced8f	253630	validated
30af46b7-153e-4fd5-81d3-9b062c8760fd	30af46b7-153e-4fd5-81d3-9b062c8760fd/c1c6ecb3-8452-4996-b05c-c7248a404aee.htseq.counts.gz	8689c1421baa6a288ff9fde654eeea18	251403	validated
31975b6f-0e91-41de-a3af-c3844e43460d	31975b6f-0e91-41de-a3af-c3844e43460d/22588dd9-ada9-44bd-8e14-49e934f669ae.htseq.counts.gz	68940423dd0643bfd0a69954b54fe1a9	258975	validated
327d3b3f-f68d-447a-8248-1ba4135b910e	327d3b3f-f68d-447a-8248-1ba4135b910e/24114874-5016-40f4-abb1-89f142a81629.htseq.counts.gz	8b2856808f99ba5f0e026ef20d154b93	257779	validated
33065b30-b6b2-4447-9573-2964e7d1d86f	33065b30-b6b2-4447-9573-2964e7d1d86f/933372c4-a7fb-4e50-8968-03027cd90c33.htseq.counts.gz	593c3b09f480267c030e7a4dc01f4b59	247422	validated
3359acbe-e7b0-4b4c-92bc-6d8be89a2af8	3359acbe-e7b0-4b4c-92bc-6d8be89a2af8/e81dd738-b4b8-46d0-8696-dcddae374b73.htseq.counts.gz	588ea37968e36f50a0f50d23d578d226	257598	validated
36a2ec8a-4f10-463e-a51b-63dab63884a3	36a2ec8a-4f10-463e-a51b-63dab63884a3/e6ad63d6-0ff7-436d-ba5d-8bd43d93554a.htseq.counts.gz	78136a1ae9be95e7aec2679fb717b175	259205	validated
3d2ac9b2-5bbf-4d4d-a94e-eee6c39e5cc3	3d2ac9b2-5bbf-4d4d-a94e-eee6c39e5cc3/3ef61128-ac08-4452-b21c-17004a3b4632.htseq.counts.gz	96374595dad42a12ef85d0d82c08a24c	252372	validated
3fe7e8d1-80d8-47c3-be0a-54b33d0ec0b8	3fe7e8d1-80d8-47c3-be0a-54b33d0ec0b8/747f2599-cb91-4fea-9643-f095513aa21b.htseq.counts.gz	1f01935eafdc274e60e04567b2da0ee9	250327	validated
426fd94e-39d7-4b73-869e-41244bc287cd	426fd94e-39d7-4b73-869e-41244bc287cd/dc927574-8b3c-42c5-b21a-633df40d088e.htseq.counts.gz	4010bc51dda707daa6ca234422bf172b	259500	validated
43d979ea-ab45-4d99-9075-1ee9f3aa94dc	43d979ea-ab45-4d99-9075-1ee9f3aa94dc/26e60e13-7686-4a6d-b334-507ec6a23a31.htseq.counts.gz	acdf8ee4b5e61790611a5824df614138	253843	validated
45111516-23f6-4415-bc1d-59bfd23c1340	45111516-23f6-4415-bc1d-59bfd23c1340/db60e041-1296-4f1a-b251-c3a33cb7043d.htseq.counts.gz	2dbb61bc878ea933667c29dd2a512f42	255734	validated
4718c931-5c55-4ea7-a62e-999d6b4c4762	4718c931-5c55-4ea7-a62e-999d6b4c4762/93a7af2c-17ea-4291-a0a1-078cce01eba8.htseq.counts.gz	1f7c937376a34366970ba17a22136002	257368	validated
48d38e44-e6d4-4707-8362-83f9b7c2e1bf	48d38e44-e6d4-4707-8362-83f9b7c2e1bf/d8ad327f-ef1f-4d9c-b4e9-bff17e71ddf7.htseq.counts.gz	3e1600d484cec013329e64f164453a8f	245964	validated
49d5aaac-25a9-4055-a744-09348ee0de10	49d5aaac-25a9-4055-a744-09348ee0de10/c2803ff4-0750-4fa7-bab7-6c7272baba01.htseq.counts.gz	2bcc269d3bdbf844aaf1b947df632325	256377	validated
4bf660fd-4f4f-4981-a0ee-711b418e8d34	4bf660fd-4f4f-4981-a0ee-711b418e8d34/1a7c6dd5-2821-4d7e-8aca-b0764dd2616b.htseq.counts.gz	7032de7d0f9bed858639bcd01d3dd3f5	251241	validated
4d0cd246-3eac-4085-80a5-0499e604f338	4d0cd246-3eac-4085-80a5-0499e604f338/7dbe6c20-7ef5-4492-9ddd-144bb942cdf1.htseq.counts.gz	d6a282bab6416a0f5ca76b4635f89def	255501	validated
4db40114-67dc-4a82-bf5f-cae9006d34bb	4db40114-67dc-4a82-bf5f-cae9006d34bb/5ba7ea28-8343-4653-9c96-c364c13e574b.htseq.counts.gz	55c26f8d18851ecce77e0615100e7ed1	257014	validated
4e4c9147-0916-4058-9912-2181fd3ff258	4e4c9147-0916-4058-9912-2181fd3ff258/aa662ce6-25fb-4b85-8b11-4330dfc517c4.htseq.counts.gz	3530687dfef4e3210f7529b3ded60ae6	252261	validated
51cf24e1-5b52-404e-ad3a-60f03479121b	51cf24e1-5b52-404e-ad3a-60f03479121b/8c06cbb3-f46e-41b8-8217-bb22ac1b471a.htseq.counts.gz	6abcfc68525a78c0b235db0c51c4be84	253194	validated
525fab09-67e1-4565-acb5-ea01d7cacc55	525fab09-67e1-4565-acb5-ea01d7cacc55/d6c8d6ea-0674-4028-b5bd-dee7f023f23a.htseq.counts.gz	df4e62eab00dcd2e986afa0f04220942	255584	validated
55400cf2-6c95-49ef-9974-a47712ee3e74	55400cf2-6c95-49ef-9974-a47712ee3e74/7ad4728c-f6d4-4dab-90f2-7bfebeba17ca.htseq.counts.gz	74999933eef61544b9f19f3781c4bf44	255725	validated
588083c1-2639-4e3a-adef-bb1f211fdb8d	588083c1-2639-4e3a-adef-bb1f211fdb8d/cc6d3ab5-8a5d-461b-8544-e1c612681a15.htseq.counts.gz	e7a77c57e3315e693345aa4af03ba499	255883	validated
5af400d2-d784-46f8-b281-438ea8c5465e	5af400d2-d784-46f8-b281-438ea8c5465e/1319093a-4b91-44a3-a115-50f5a09b95e1.htseq.counts.gz	8427ca3985172442ad053e2a328885a1	254752	validated
5d3ea30c-a40d-4977-b3f8-283ed55492aa	5d3ea30c-a40d-4977-b3f8-283ed55492aa/0ce636d5-0e17-47f2-9fd4-e1d986327e08.htseq.counts.gz	38f166f29e7ebf760cb8bd2f273ede8c	248864	validated
5d7f3a6d-a78d-4797-b441-c5168ef46a5a	5d7f3a6d-a78d-4797-b441-c5168ef46a5a/80d52d20-56ce-4913-9b78-8df48f898696.htseq.counts.gz	b250aeedef337e12297da04066840c00	256402	validated
5efc4bd7-7f85-4770-b8a8-3a8b57ec7ecb	5efc4bd7-7f85-4770-b8a8-3a8b57ec7ecb/a51c7a87-31d5-4086-8c3e-db7a35e5f8f0.htseq.counts.gz	6f025c01f6b743e9c33d7c9d04be64d5	251285	validated
5f201973-49fa-4a80-988b-f65b102e0fe2	5f201973-49fa-4a80-988b-f65b102e0fe2/f1db1bec-a9df-428d-b1de-55c4f473c444.htseq.counts.gz	c90ab2eb5adea8b6c454cfd6dfd84a33	255980	validated
69185d19-346c-4408-a964-9ee28d45be5e	69185d19-346c-4408-a964-9ee28d45be5e/ab0b70fd-f1e1-4d4b-b806-7a420d0d05f0.htseq.counts.gz	c7781c8fb0a7b9f7f1864c3201408f7d	255126	validated
695fa842-4557-40ef-aa72-f34916705738	695fa842-4557-40ef-aa72-f34916705738/1e775e55-1269-421b-a8db-acaf168e2c70.htseq.counts.gz	b8e780f7521cd0c88fe58c243280836b	257257	validated
6a3c2add-6154-4a1b-be7b-67634ab673ea	6a3c2add-6154-4a1b-be7b-67634ab673ea/ab02fc79-c388-4432-8b35-ee88ae9c4daa.htseq.counts.gz	efb70b2c149721c70a067f7dc635e481	258909	validated
6b77fa3d-5006-42e1-9d20-e9825d56cb19	6b77fa3d-5006-42e1-9d20-e9825d56cb19/0e6e268d-d830-40ed-95a7-38f4ae1e7eac.htseq.counts.gz	cedba5f3e54517d2ae9abc8b746c2dfd	249923	validated
70229a19-308f-457a-9e97-1c22e07e9aa0	70229a19-308f-457a-9e97-1c22e07e9aa0/f28ac3a9-25c7-4a59-88ed-297f0e60eb0b.htseq.counts.gz	2cdea1aaea9380370d5e389a8fe27a47	255974	validated
