"","ensembl_gene_id","external_gene_name","original_ensembl_gene_id"
"59","ENSG00000275263","AC135048.3","ENSG00000275263.1"
"60","ENSG00000279879","AC091152.4","ENSG00000279879.1"
"61","ENSG00000258813","AL442663.3","ENSG00000258813.2"
"62","ENSG00000236137","AL445231.1","ENSG00000236137.1"
"63","ENSG00000254759","NAP1L1P1","ENSG00000254759.1"
"64","ENSG00000131969","ABHD12B","ENSG00000131969.13"
"65","ENSG00000214973","CHCHD3P3","ENSG00000214973.3"
"66","ENSG00000271926","AC008972.1","ENSG00000271926.1"
"67","ENSG00000255883","FUNDC2P1","ENSG00000255883.1"
"68","ENSG00000238103","RPL9P7","ENSG00000238103.4"
"69","ENSG00000237118","CYP2F2P","ENSG00000237118.2"
"70","ENSG00000279923","AC022417.1","ENSG00000279923.1"
"71","ENSG00000259706","HSP90B2P","ENSG00000259706.1"
"72","ENSG00000268222","EEF1A1P7","ENSG00000268222.1"
"73","ENSG00000267898","AC026803.2","ENSG00000267898.1"
"74","ENSG00000228484","AL137025.1","ENSG00000228484.1"
"75","ENSG00000214184","GCC2-AS1","ENSG00000214184.3"
"76","ENSG00000261461","UBE2MP1","ENSG00000261461.1"
"77","ENSG00000256968","SNRPEP2","ENSG00000256968.1"
"78","ENSG00000250144","AC104619.3","ENSG00000250144.1"
"79","ENSG00000261604","AC114947.2","ENSG00000261604.1"
"80","ENSG00000163645","ERICH6","ENSG00000163645.13"
"81","ENSG00000272784","AC019193.2","ENSG00000272784.1"
"82","ENSG00000269038","AP001462.1","ENSG00000269038.1"
"83","ENSG00000198881","ASB12","ENSG00000198881.9"
"84","ENSG00000281091","AL117327.1","ENSG00000281091.1"
"85","ENSG00000234664","HMGN2P5","ENSG00000234664.1"
"86","ENSG00000161149","TUBA3FP","ENSG00000161149.10"
"87","ENSG00000260097","SPDYE6","ENSG00000260097.2"
"88","ENSG00000267064","UXT-AS1","ENSG00000267064.1"
"89","ENSG00000272148","AC013403.2","ENSG00000272148.1"
"90","ENSG00000261064","LINC02256","ENSG00000261064.1"
"91","ENSG00000251211","AC136632.2","ENSG00000251211.1"
"92","ENSG00000205861","PCOTH","ENSG00000205861.10"
"93","ENSG00000203650","LINC01285","ENSG00000203650.6"
"94","ENSG00000183154","AC138356.1","ENSG00000183154.1"
"95","ENSG00000236723","AL606760.2","ENSG00000236723.2"
"96","ENSG00000239246","AC008026.1","ENSG00000239246.3"
"97","ENSG00000159197","KCNE2","ENSG00000159197.3"
"98","ENSG00000272273","IER3-AS1","ENSG00000272273.1"
"99","ENSG00000230424","EMC1-AS1","ENSG00000230424.1"
"100","ENSG00000233585","AC231533.2","ENSG00000233585.1"
"101","ENSG00000250012","AC079848.1","ENSG00000250012.1"
"102","ENSG00000261668","AC093591.2","ENSG00000261668.1"
"103","ENSG00000270228","AC079880.1","ENSG00000270228.1"
"104","ENSG00000270956","AC009948.2","ENSG00000270956.1"
"105","ENSG00000234350","AC007405.1","ENSG00000234350.3"
"106","ENSG00000254788","CKLF-CMTM1","ENSG00000254788.5"
"107","ENSG00000273487","AC104836.1","ENSG00000273487.1"
"108","ENSG00000249740","OSMR-AS1","ENSG00000249740.1"
"109","ENSG00000157999","ANKRD61","ENSG00000157999.5"
"110","ENSG00000227473","TSSK5P","ENSG00000227473.1"
"111","ENSG00000250731","TPM3P6","ENSG00000250731.1"
"112","ENSG00000198134","PTMAP9","ENSG00000198134.3"
"113","ENSG00000243829","AC011495.1","ENSG00000243829.1"
"114","ENSG00000183977","PP2D1","ENSG00000183977.12"
"115","ENSG00000243547","HNRNPKP4","ENSG00000243547.1"
"116","ENSG00000231419","LINC00689","ENSG00000231419.5"
"117","ENSG00000243964","RPL23AP65","ENSG00000243964.1"
"118","ENSG00000279968","CCDC28A-AS1","ENSG00000279968.1"
"119","ENSG00000213860","RPL21P75","ENSG00000213860.4"
"120","ENSG00000244668","SNRPCP3","ENSG00000244668.1"
"121","ENSG00000260388","LINC00562","ENSG00000260388.2"
"122","ENSG00000243224","AC006252.1","ENSG00000243224.1"
"123","ENSG00000213235","EEF1A1P16","ENSG00000213235.3"
"124","ENSG00000271828","AC008937.3","ENSG00000271828.1"
"125","ENSG00000223529","EEF1A1P8","ENSG00000223529.1"
"126","ENSG00000277151","AL138820.1","ENSG00000277151.1"
"127","ENSG00000272910","AC090425.3","ENSG00000272910.1"
"128","ENSG00000276317","AL357033.3","ENSG00000276317.1"
"129","ENSG00000233328","PFN1P1","ENSG00000233328.3"
"130","ENSG00000250474","WBP1LP2","ENSG00000250474.1"
"131","ENSG00000267060","PTGES3L","ENSG00000267060.4"
"132","ENSG00000277873","AC131159.2","ENSG00000277873.1"
"133","ENSG00000231125","AF129075.1","ENSG00000231125.2"
"134","ENSG00000233871","DLG5-AS1","ENSG00000233871.1"
"135","ENSG00000263105","AC009171.2","ENSG00000263105.1"
"136","ENSG00000166682","TMPRSS5","ENSG00000166682.9"
"137","ENSG00000225051","HMGB3P22","ENSG00000225051.5"
"138","ENSG00000202343","AL078581.1","ENSG00000202343.1"
"139","ENSG00000239827","SUGT1P3","ENSG00000239827.7"
"140","ENSG00000276672","AL161891.1","ENSG00000276672.1"
"141","ENSG00000276814","AC004801.6","ENSG00000276814.1"
"142","ENSG00000273173","SNURF","ENSG00000273173.4"
"143","ENSG00000223668","EEF1A1P24","ENSG00000223668.1"
"144","ENSG00000279179","AL662907.2","ENSG00000279179.1"
"145","ENSG00000245275","SAP30L-AS1","ENSG00000245275.6"
"146","ENSG00000253438","PCAT1","ENSG00000253438.2"
"147","ENSG00000253559","OSGEPL1-AS1","ENSG00000253559.1"
"148","ENSG00000188672","RHCE","ENSG00000188672.15"
"149","ENSG00000269949","AC069307.1","ENSG00000269949.1"
"150","ENSG00000254806","SYS1-DBNDD2","ENSG00000254806.4"
"151","ENSG00000249602","AL589765.4","ENSG00000249602.1"
"152","ENSG00000117400","MPL","ENSG00000117400.13"
"153","ENSG00000238186","AL603839.2","ENSG00000238186.1"
"154","ENSG00000272305","AC096887.1","ENSG00000272305.4"
"155","ENSG00000261707","AC092134.1","ENSG00000261707.1"
"156","ENSG00000260541","AL031722.1","ENSG00000260541.1"
"157","ENSG00000236617","AC127070.1","ENSG00000236617.2"
"158","ENSG00000213430","HSPD1P1","ENSG00000213430.6"
"159","ENSG00000232176","AL161909.1","ENSG00000232176.1"
"160","ENSG00000271978","AL359643.2","ENSG00000271978.1"
"161","ENSG00000237350","CDC42P6","ENSG00000237350.1"
"162","ENSG00000149646","CNBD2","ENSG00000149646.11"
"163","ENSG00000228653","HNRNPCP7","ENSG00000228653.2"
"164","ENSG00000274031","AC092140.2","ENSG00000274031.1"
"165","ENSG00000273419","AC004877.1","ENSG00000273419.1"
"166","ENSG00000259529","AL136295.5","ENSG00000259529.1"
"167","ENSG00000250569","NTAN1P2","ENSG00000250569.1"
"168","ENSG00000269242","AC010422.3","ENSG00000269242.1"
"169","ENSG00000261616","AC036108.3","ENSG00000261616.1"
"170","ENSG00000214391","TUBAP2","ENSG00000214391.3"
"171","ENSG00000232871","SEC1P","ENSG00000232871.7"
"172","ENSG00000269888","AC112491.1","ENSG00000269888.1"
"173","ENSG00000256745","AP002784.2","ENSG00000256745.1"
"174","ENSG00000258643","BCL2L2-PABPN1","ENSG00000258643.4"
"175","ENSG00000267082","AC011472.1","ENSG00000267082.1"
"176","ENSG00000227959","AL451042.2","ENSG00000227959.1"
"177","ENSG00000260273","AL359711.2","ENSG00000260273.1"
"178","ENSG00000263826","AC112907.3","ENSG00000263826.1"
"179","ENSG00000254064","AC105206.2","ENSG00000254064.1"
"180","ENSG00000206140","TMEM191C","ENSG00000206140.8"
"181","ENSG00000273821","AL096828.3","ENSG00000273821.1"
"182","ENSG00000267939","AC008946.1","ENSG00000267939.1"
"183","ENSG00000253330","AC024451.2","ENSG00000253330.1"
"184","ENSG00000220793","RPL21P119","ENSG00000220793.5"
"185","ENSG00000100206","DMC1","ENSG00000100206.8"
"186","ENSG00000203876","ADD3-AS1","ENSG00000203876.8"
"187","ENSG00000243024","AC012158.1","ENSG00000243024.5"
"188","ENSG00000279031","AC004232.2","ENSG00000279031.1"
"189","ENSG00000224358","TMCO1-AS1","ENSG00000224358.1"
"190","ENSG00000228887","EEF1DP1","ENSG00000228887.3"
"191","ENSG00000271966","AC021321.1","ENSG00000271966.1"
"192","ENSG00000250220","AC053527.2","ENSG00000250220.1"
"193","ENSG00000273888","FRMD6-AS1","ENSG00000273888.1"
"194","ENSG00000260742","AC009962.1","ENSG00000260742.1"
"195","ENSG00000264964","AP001033.1","ENSG00000264964.1"
"196","ENSG00000278112","AC145423.3","ENSG00000278112.1"
"197","ENSG00000235078","AC231981.1","ENSG00000235078.1"
"198","ENSG00000274667","AC090517.2","ENSG00000274667.1"
"199","ENSG00000217624","AL627402.1","ENSG00000217624.2"
"200","ENSG00000269378","AC022149.1","ENSG00000269378.1"
"201","ENSG00000271933","AL603756.1","ENSG00000271933.1"
"202","ENSG00000231084","RPL22P24","ENSG00000231084.2"
"203","ENSG00000261693","AC134682.1","ENSG00000261693.1"
"204","ENSG00000269318","AC007292.2","ENSG00000269318.1"
"205","ENSG00000279583","AC009086.2","ENSG00000279583.1"
"206","ENSG00000274105","AC084824.3","ENSG00000274105.1"
"207","ENSG00000247199","AC011346.1","ENSG00000247199.3"
"208","ENSG00000225345","SNX18P3","ENSG00000225345.3"
"209","ENSG00000226266","AC009961.1","ENSG00000226266.5"
"210","ENSG00000273784","AL137058.2","ENSG00000273784.3"
"211","ENSG00000241563","CORT","ENSG00000241563.3"
"212","ENSG00000189419","SPATA41","ENSG00000189419.6"
"213","ENSG00000227733","AC239809.3","ENSG00000227733.7"
"214","ENSG00000224738","AC099850.1","ENSG00000224738.1"
"215","ENSG00000267416","AC025048.4","ENSG00000267416.1"
"216","ENSG00000243176","AC092944.1","ENSG00000243176.4"
"217","ENSG00000185837","HDHD5-AS1","ENSG00000185837.3"
"218","ENSG00000226009","KCNIP2-AS1","ENSG00000226009.1"
"219","ENSG00000259488","AC023355.1","ENSG00000259488.2"
"220","ENSG00000272529","AC090948.3","ENSG00000272529.1"
"221","ENSG00000230224","PHBP9","ENSG00000230224.1"
"222","ENSG00000259940","AC109449.1","ENSG00000259940.2"
"223","ENSG00000203546","AL139353.1","ENSG00000203546.6"
"224","ENSG00000152760","TCTEX1D1","ENSG00000152760.8"
"225","ENSG00000278238","AL359513.1","ENSG00000278238.1"
"226","ENSG00000232320","MXRA7P1","ENSG00000232320.6"
"227","ENSG00000230383","AC009245.1","ENSG00000230383.1"
"228","ENSG00000268543","AC012313.4","ENSG00000268543.1"
"229","ENSG00000224888","AC138028.2","ENSG00000224888.4"
"230","ENSG00000180929","GPR62","ENSG00000180929.5"
"231","ENSG00000136305","CIDEB","ENSG00000136305.10"
"232","ENSG00000173401","GLIPR1L1","ENSG00000173401.8"
"233","ENSG00000172458","IL17D","ENSG00000172458.4"
"234","ENSG00000184923","NUTM2A","ENSG00000184923.11"
"235","ENSG00000181798","LINC00471","ENSG00000181798.2"
"236","ENSG00000261420","AL022069.1","ENSG00000261420.1"
"237","ENSG00000168852","TPTE2P5","ENSG00000168852.11"
"238","ENSG00000251485","NRBF2P6","ENSG00000251485.1"
"239","ENSG00000263063","AC024361.2","ENSG00000263063.1"
"240","ENSG00000246203","AL353807.3","ENSG00000246203.2"
"241","ENSG00000261487","AC135048.1","ENSG00000261487.1"
"242","ENSG00000218582","GAPDHP63","ENSG00000218582.2"
"243","ENSG00000271155","AL161729.1","ENSG00000271155.1"
"244","ENSG00000245025","AC107959.1","ENSG00000245025.2"
"245","ENSG00000272476","AL024507.2","ENSG00000272476.1"
"246","ENSG00000224411","HSP90AA2P","ENSG00000224411.3"
"247","ENSG00000278356","AC005911.1","ENSG00000278356.1"
"248","ENSG00000181227","DLSTP1","ENSG00000181227.3"
"249","ENSG00000227848","SUCLA2-AS1","ENSG00000227848.1"
"250","ENSG00000075073","TACR2","ENSG00000075073.13"
"251","ENSG00000262165","AC233723.1","ENSG00000262165.1"
"252","ENSG00000281189","GHET1","ENSG00000281189.1"
"253","ENSG00000272416","AC025175.1","ENSG00000272416.1"
"254","ENSG00000237491","LINC01409","ENSG00000237491.7"
"255","ENSG00000230734","RPL10P3","ENSG00000230734.1"
"256","ENSG00000238287","AL603839.3","ENSG00000238287.1"
"257","ENSG00000205572","SERF1B","ENSG00000205572.8"
"258","ENSG00000230772","VN1R108P","ENSG00000230772.1"
"259","ENSG00000231305","AC112484.1","ENSG00000231305.3"
"260","ENSG00000265750","AC090772.3","ENSG00000265750.1"
"261","ENSG00000185634","SHC4","ENSG00000185634.10"
"262","ENSG00000252965","Y_RNA","ENSG00000252965.1"
"263","ENSG00000272663","AC093635.1","ENSG00000272663.1"
"264","ENSG00000237493","AC034102.1","ENSG00000237493.3"
"265","ENSG00000253981","ALG1L13P","ENSG00000253981.4"
"266","ENSG00000225808","DNAJC19P5","ENSG00000225808.1"
"267","ENSG00000244515","KRT18P34","ENSG00000244515.1"
"268","ENSG00000222043","AC079305.1","ENSG00000222043.2"
"269","ENSG00000275318","AL136981.2","ENSG00000275318.1"
"270","ENSG00000248671","ALG1L9P","ENSG00000248671.6"
"271","ENSG00000173114","LRRN3","ENSG00000173114.11"
"272","ENSG00000243517","AC024940.2","ENSG00000243517.1"
"273","ENSG00000258603","AC005225.2","ENSG00000258603.3"
"274","ENSG00000160207","HSF2BP","ENSG00000160207.7"
"275","ENSG00000231170","AC002451.1","ENSG00000231170.4"
"276","ENSG00000224429","LINC00539","ENSG00000224429.6"
"277","ENSG00000231969","MMADHC-DT","ENSG00000231969.1"
"278","ENSG00000263766","AC025682.1","ENSG00000263766.4"
"279","ENSG00000230319","AL022476.1","ENSG00000230319.1"
"280","ENSG00000230701","FBXW4P1","ENSG00000230701.2"
"281","ENSG00000243406","MRPS31P5","ENSG00000243406.5"
"282","ENSG00000277662","AL354696.1","ENSG00000277662.1"
"283","ENSG00000270482","AC026367.1","ENSG00000270482.1"
"284","ENSG00000235159","AL121672.2","ENSG00000235159.1"
"285","ENSG00000277806","AC006213.4","ENSG00000277806.1"
"286","ENSG00000267655","AC125437.1","ENSG00000267655.1"
"287","ENSG00000272812","AC004908.2","ENSG00000272812.1"
"288","ENSG00000261114","AC012181.1","ENSG00000261114.1"
"289","ENSG00000231530","AL157932.1","ENSG00000231530.1"
"290","ENSG00000183889","AC138969.1","ENSG00000183889.11"
"291","ENSG00000279434","AL049776.1","ENSG00000279434.1"
"292","ENSG00000230204","FTH1P5","ENSG00000230204.1"
"293","ENSG00000271868","AC114810.1","ENSG00000271868.1"
"294","ENSG00000081148","IMPG2","ENSG00000081148.11"
"295","ENSG00000228701","TNKS2-AS1","ENSG00000228701.1"
"296","ENSG00000231503","PTMAP4","ENSG00000231503.4"
"297","ENSG00000264235","AP005329.1","ENSG00000264235.4"
"298","ENSG00000269925","Z98884.2","ENSG00000269925.1"
"299","ENSG00000261270","AC012181.2","ENSG00000261270.1"
"300","ENSG00000257740","AC073896.3","ENSG00000257740.1"
"301","ENSG00000272360","AC116036.2","ENSG00000272360.1"
"302","ENSG00000259209","AC004943.1","ENSG00000259209.3"
"303","ENSG00000112599","GUCA1B","ENSG00000112599.8"
"304","ENSG00000274929","AL157813.1","ENSG00000274929.1"
"305","ENSG00000277459","AP001527.2","ENSG00000277459.1"
"306","ENSG00000275441","AC020765.2","ENSG00000275441.1"
"307","ENSG00000245156","AP001107.1","ENSG00000245156.1"
"308","ENSG00000185834","RPL12P4","ENSG00000185834.10"
"309","ENSG00000259612","EEF1A1P22","ENSG00000259612.1"
"310","ENSG00000265798","AC138207.6","ENSG00000265798.5"
"311","ENSG00000278996","FP671120.4","ENSG00000278996.1"
"312","ENSG00000267648","AC060766.5","ENSG00000267648.1"
"313","ENSG00000121101","TEX14","ENSG00000121101.14"
"314","ENSG00000280054","AC004241.5","ENSG00000280054.1"
"315","ENSG00000275719","AC008622.2","ENSG00000275719.1"
"316","ENSG00000180764","PIPSL","ENSG00000180764.13"
"317","ENSG00000255046","AC069185.1","ENSG00000255046.1"
"318","ENSG00000272402","AL031775.2","ENSG00000272402.1"
"319","ENSG00000271743","AF287957.1","ENSG00000271743.1"
"320","ENSG00000241506","PSMC1P1","ENSG00000241506.1"
"321","ENSG00000181908","LINC02724","ENSG00000181908.5"
"322","ENSG00000279443","AL513497.1","ENSG00000279443.1"
"323","ENSG00000270149","AL591806.3","ENSG00000270149.4"
"324","ENSG00000232748","AC135050.1","ENSG00000232748.3"
"325","ENSG00000227908","FLJ31104","ENSG00000227908.3"
"326","ENSG00000226803","ZNF451-AS1","ENSG00000226803.6"
"327","ENSG00000225766","DHRS4L1","ENSG00000225766.7"
"328","ENSG00000261123","AC009065.5","ENSG00000261123.1"
"329","ENSG00000271888","AL136162.1","ENSG00000271888.1"
"330","ENSG00000260583","AP000223.1","ENSG00000260583.1"
"331","ENSG00000274270","AL137060.3","ENSG00000274270.1"
"332","ENSG00000271833","AL445222.2","ENSG00000271833.1"
"333","ENSG00000134594","RAB33A","ENSG00000134594.4"
"334","ENSG00000279198","AC008894.3","ENSG00000279198.1"
"335","ENSG00000272097","AL024498.1","ENSG00000272097.1"
"336","ENSG00000229782","AC118754.1","ENSG00000229782.1"
"337","ENSG00000267302","RNFT1-DT","ENSG00000267302.4"
"338","ENSG00000224094","RPS24P8","ENSG00000224094.1"
"339","ENSG00000234648","AL162151.2","ENSG00000234648.1"
"340","ENSG00000173338","KCNK7","ENSG00000173338.11"
"341","ENSG00000125245","GPR18","ENSG00000125245.11"
"342","ENSG00000279541","AC005261.5","ENSG00000279541.1"
"343","ENSG00000215493","AC007731.1","ENSG00000215493.3"
"344","ENSG00000180389","ATP5F1EP2","ENSG00000180389.6"
"345","ENSG00000262712","AC012676.1","ENSG00000262712.1"
"346","ENSG00000273432","AC004951.4","ENSG00000273432.1"
"347","ENSG00000219928","AL161787.1","ENSG00000219928.2"
"348","ENSG00000259408","AC010809.2","ENSG00000259408.2"
"349","ENSG00000223361","FTH1P10","ENSG00000223361.5"
"350","ENSG00000180336","MEIOC","ENSG00000180336.16"
"351","ENSG00000272024","AC064807.4","ENSG00000272024.1"
"352","ENSG00000170092","SPDYE5","ENSG00000170092.13"
"353","ENSG00000223704","LINC01422","ENSG00000223704.1"
"354","ENSG00000236548","RNF217-AS1","ENSG00000236548.1"
"355","ENSG00000237976","RFX5-AS1","ENSG00000237976.1"
"356","ENSG00000224287","MSL3P1","ENSG00000224287.2"
"357","ENSG00000224892","RPS4XP16","ENSG00000224892.5"
"358","ENSG00000266993","AL050343.2","ENSG00000266993.3"
"359","ENSG00000232940","HCG25","ENSG00000232940.4"
"360","ENSG00000232811","AL360270.1","ENSG00000232811.1"
"361","ENSG00000217027","TPT1P4","ENSG00000217027.1"
"362","ENSG00000271936","AC012073.1","ENSG00000271936.1"
"363","ENSG00000225774","SIRPAP1","ENSG00000225774.2"
"364","ENSG00000272140","AC022400.4","ENSG00000272140.2"
"365","ENSG00000261335","AC005837.1","ENSG00000261335.1"
"366","ENSG00000255423","EBLN2","ENSG00000255423.1"
"367","ENSG00000273017","AP000240.1","ENSG00000273017.1"
"368","ENSG00000272182","AC135507.1","ENSG00000272182.1"
"369","ENSG00000254862","LGR4-AS1","ENSG00000254862.4"
"370","ENSG00000225506","CYP4A22-AS1","ENSG00000225506.2"
"371","ENSG00000273305","AC009237.15","ENSG00000273305.1"
"372","ENSG00000257285","AL132780.1","ENSG00000257285.4"
"373","ENSG00000236514","AL135791.1","ENSG00000236514.1"
"374","ENSG00000144550","CPNE9","ENSG00000144550.11"
"375","ENSG00000278703","AC100847.1","ENSG00000278703.1"
"376","ENSG00000254703","SENCR","ENSG00000254703.2"
"377","ENSG00000269910","AL049840.4","ENSG00000269910.1"
"378","ENSG00000214223","HNRNPA1P10","ENSG00000214223.4"
"379","ENSG00000270011","ZNF559-ZNF177","ENSG00000270011.5"
"380","ENSG00000228158","TLE1P1","ENSG00000228158.2"
"381","ENSG00000129167","TPH1","ENSG00000129167.8"
"382","ENSG00000212664","AC064799.1","ENSG00000212664.5"
"383","ENSG00000234492","RPL34-DT","ENSG00000234492.4"
"384","ENSG00000168229","PTGDR","ENSG00000168229.3"
"385","ENSG00000183682","BMP8A","ENSG00000183682.7"
"386","ENSG00000273891","AL731566.2","ENSG00000273891.1"
"387","ENSG00000259687","LINC01220","ENSG00000259687.1"
"388","ENSG00000231769","AL035701.1","ENSG00000231769.2"
"389","ENSG00000224858","RPL29P11","ENSG00000224858.5"
"390","ENSG00000234807","LINC01135","ENSG00000234807.5"
"391","ENSG00000276166","AC092118.2","ENSG00000276166.1"
"392","ENSG00000238228","OR7E7P","ENSG00000238228.1"
"393","ENSG00000235663","SAPCD1-AS1","ENSG00000235663.1"
"394","ENSG00000232450","AL133517.1","ENSG00000232450.1"
"395","ENSG00000272696","AL359091.3","ENSG00000272696.1"
"396","ENSG00000215302","AC127502.1","ENSG00000215302.7"
"397","ENSG00000246308","AC116535.1","ENSG00000246308.1"
"398","ENSG00000267213","AC007773.1","ENSG00000267213.4"
"399","ENSG00000235605","AL355472.1","ENSG00000235605.1"
"400","ENSG00000229939","AL589880.1","ENSG00000229939.1"
"401","ENSG00000163467","TSACC","ENSG00000163467.10"
"402","ENSG00000264343","NOTCH2NLA","ENSG00000264343.4"
"403","ENSG00000278330","AC018529.2","ENSG00000278330.1"
"404","ENSG00000225986","UBXN10-AS1","ENSG00000225986.1"
"405","ENSG00000160117","ANKLE1","ENSG00000160117.13"
"406","ENSG00000227359","AC017074.1","ENSG00000227359.1"
"407","ENSG00000260625","AC026471.2","ENSG00000260625.2"
"408","ENSG00000272979","AC093388.1","ENSG00000272979.1"
"409","ENSG00000151164","RAD9B","ENSG00000151164.17"
"410","ENSG00000267277","AC024575.1","ENSG00000267277.1"
"411","ENSG00000277369","AC010654.1","ENSG00000277369.1"
"412","ENSG00000272482","AC254633.1","ENSG00000272482.1"
"413","ENSG00000228624","HDAC2-AS2","ENSG00000228624.6"
"414","ENSG00000281333","AC024941.2","ENSG00000281333.1"
"415","ENSG00000247853","AC006064.2","ENSG00000247853.2"
"416","ENSG00000224080","UBE2FP1","ENSG00000224080.1"
"417","ENSG00000258512","LINC00239","ENSG00000258512.1"
"418","ENSG00000231123","SPATA20P1","ENSG00000231123.1"
"419","ENSG00000230724","LINC01001","ENSG00000230724.8"
"420","ENSG00000163746","PLSCR2","ENSG00000163746.10"
"421","ENSG00000145700","ANKRD31","ENSG00000145700.8"
"422","ENSG00000175170","FAM182B","ENSG00000175170.13"
"423","ENSG00000279317","AC006994.1","ENSG00000279317.1"
"424","ENSG00000223685","LINC00571","ENSG00000223685.4"
"425","ENSG00000246731","MGC16275","ENSG00000246731.2"
"426","ENSG00000229122","AGBL5-IT1","ENSG00000229122.1"
"427","ENSG00000259349","AC011921.1","ENSG00000259349.1"
"428","ENSG00000272514","CFAP206","ENSG00000272514.4"
"429","ENSG00000231793","DOC2GP","ENSG00000231793.4"
"430","ENSG00000272008","AL139274.2","ENSG00000272008.1"
"431","ENSG00000279765","AC013394.1","ENSG00000279765.2"
"432","ENSG00000213385","AC105052.2","ENSG00000213385.3"
"433","ENSG00000186714","CCDC73","ENSG00000186714.11"
"434","ENSG00000228305","PRELID1P6","ENSG00000228305.2"
"435","ENSG00000266274","RN7SL138P","ENSG00000266274.2"
"436","ENSG00000100038","TOP3B","ENSG00000100038.18"
"437","ENSG00000255240","AP001636.3","ENSG00000255240.4"
"438","ENSG00000235513","L3MBTL2-AS1","ENSG00000235513.1"
"439","ENSG00000272606","AC015982.2","ENSG00000272606.1"
"440","ENSG00000158571","PFKFB1","ENSG00000158571.9"
"441","ENSG00000269019","HOMER3-AS1","ENSG00000269019.1"
"442","ENSG00000230979","AC079250.1","ENSG00000230979.3"
"443","ENSG00000275454","AC105020.6","ENSG00000275454.1"
"444","ENSG00000279792","AC015909.5","ENSG00000279792.1"
"445","ENSG00000279145","AC011912.1","ENSG00000279145.1"
