"","ensembl_gene_id","external_gene_name","original_ensembl_gene_id"
"9611","ENSG00000166135","HIF1AN","ENSG00000166135.12"
"9612","ENSG00000166136","NDUFB8","ENSG00000166136.14"
"9613","ENSG00000166140","ZFYVE19","ENSG00000166140.16"
"9614","ENSG00000166145","SPINT1","ENSG00000166145.13"
"9615","ENSG00000166147","FBN1","ENSG00000166147.12"
"9616","ENSG00000166148","AVPR1A","ENSG00000166148.3"
"9617","ENSG00000166153","DEPDC4","ENSG00000166153.15"
"9618","ENSG00000166164","BRD7","ENSG00000166164.14"
"9619","ENSG00000166165","CKB","ENSG00000166165.11"
"9620","ENSG00000166166","TRMT61A","ENSG00000166166.11"
"9621","ENSG00000166167","BTRC","ENSG00000166167.16"
"9622","ENSG00000166169","POLL","ENSG00000166169.15"
"9623","ENSG00000166170","BAG5","ENSG00000166170.9"
"9624","ENSG00000166171","DPCD","ENSG00000166171.11"
"9625","ENSG00000166173","LARP6","ENSG00000166173.10"
"9626","ENSG00000166181","API5","ENSG00000166181.11"
"9627","ENSG00000166183","ASPG","ENSG00000166183.14"
"9628","ENSG00000166188","ZNF319","ENSG00000166188.2"
"9629","ENSG00000166189","HPS6","ENSG00000166189.7"
"9630","ENSG00000166192","SENP8","ENSG00000166192.13"
"9631","ENSG00000166197","NOLC1","ENSG00000166197.15"
"9632","ENSG00000166199","ALKBH3","ENSG00000166199.11"
"9633","ENSG00000166200","COPS2","ENSG00000166200.13"
"9634","ENSG00000166224","SGPL1","ENSG00000166224.15"
"9635","ENSG00000166225","FRS2","ENSG00000166225.7"
"9636","ENSG00000166226","CCT2","ENSG00000166226.11"
"9637","ENSG00000166228","PCBD1","ENSG00000166228.7"
"9638","ENSG00000166233","ARIH1","ENSG00000166233.11"
"9639","ENSG00000166246","C16orf71","ENSG00000166246.12"
"9640","ENSG00000166250","CLMP","ENSG00000166250.10"
"9641","ENSG00000166260","COX11","ENSG00000166260.9"
"9642","ENSG00000166261","ZNF202","ENSG00000166261.9"
"9643","ENSG00000166262","FAM227B","ENSG00000166262.14"
